permit_no,well_id,year,sampling_date,pH,chloride,nitrate_n,cadmium,arsenic,cyanide,mercury,organic_p,diazinon,parathion,phenol,lead,chromium,TCE,PCE,TCA_111,judgment,exceeded,source,remark
Y199340974,U-050,2024,2024-11-18,8.5,13.8,3.0,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=3.0↔1.2, Δ=1.80)"
Y199340975,W-028,2018,2018-10-15,7.8,9.3,2.5,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340975,W-028,2021,2021-10-13,7.6,8.5,1.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340975,W-028,2024,2024-05-02,7.6,7.9,2.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=2.2↔2.2, Δ=0.00)"
Y199340976,F-004,2018,2018-10-15,7.7,6.7,1.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340976,F-004,2021,2021-11-23,8.1,5.8,0.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340976,F-004,2024,2024-10-30,7.6,5.2,1.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.7↔1.7, Δ=0.00)"
Y199340977,F-006,2018,2018-10-15,7.6,8.7,2.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340977,F-006,2021,2021-10-13,7.5,11.5,3.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340977,F-006,2024,2024-10-04,7.6,8.0,2.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.6↔2.6, Δ=0.00)"
Y199340978,F-012,2018,2018-10-15,7.1,1053,15.8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,염소이온,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340978,F-012,2021,2021-10-27,7,470.6,32.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,"부적합(염소이온,질산성질소)",,사후관리DB,
Y199340978,F-012,2024,2024-05-20,6.6,"2,622.2",9.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(염소이온),,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=9.3↔7.2, Δ=2.10)"
Y199340979,F-013,2018,2018-10-15,8.2,28.9,6.8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340979,F-013,2021,2021-10-27,6.8,34.8,31.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199340979,F-013,2024,2024-11-04,7.2,28.9,26.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=26.6↔25.9, Δ=0.70)"
Y199340980,F-014,2018,2018-10-15,7.2,34.1,26.6,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340980,F-014,2021,2021-11-11,7.2,30.8,22.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199340980,F-014,2024,2024-11-18,7.2,12.7,7.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=7.4↔7.2, Δ=0.20)"
Y199340981,F-018,2018,2018-10-15,6.8,1237.8,22.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,"염소이온, 질산성질소",사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340982,F-019,2018,2018-10-15,7,28.6,5.2,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340982,F-019,2021,2021-10-05,7.8,13.1,4.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340982,F-019,2024,2024-11-18,7.7,10.4,2.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.7↔2.7, Δ=0.00)"
Y199340983,F-024,2018,2018-10-15,8.1,18.9,8.1,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340983,F-024,2021,2021-11-11,7.6,35.6,18.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340983,F-024,2024,2024-11-18,8.9,11.0,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(수소이온농도),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=0.3↔0.3, Δ=0.00)"
Y199340984,F-025,2018,2018-10-15,7.2,9.6,1.4,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340984,F-025,2021,2021-10-05,7.9,8.2,1.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340984,F-025,2024,2024-11-18,7.8,6.4,1.0,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.0↔1.0, Δ=0.00)"
Y199340986,F-035,2018,2018-10-15,7.1,27.8,18.5,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340986,F-035,2021,2021-11-12,6.7,39,33,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199340986,F-035,2024,2024-11-07,7.4,20.7,16.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=16.7↔18.1, Δ=1.40)"
Y199340987,F-038,2018,2018-10-15,7,49.6,25.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340987,F-038,2021,2021-10-27,6.7,64.2,27.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199340987,F-038,2024,2024-11-04,7.1,29.2,25.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=25.4↔25.5, Δ=0.10)"
Y199340988,F-039,2018,2018-10-15,7.4,5.1,불검출,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340988,F-039,2021,2021-11-23,8.4,5.6,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340988,F-039,2024,2024-10-15,8.3,3.9,불검출,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340989,F-042,2018,2018-10-15,7.7,11.8,2.8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340989,F-042,2021,2021-10-19,7.7,13,3.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340989,F-042,2024,2024-05-14,7.6,8.2,2.0,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=2.0↔2.0, Δ=0.00)"
Y199340990,F-043,2018,2018-10-15,7.6,8.6,1.9,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340990,F-043,2021,2021-10-13,7.7,8.6,3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340990,F-043,2024,2024-10-02,7.8,7.0,1.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.5↔1.7, Δ=0.20)"
Y199340991,F-050,2018,2018-10-15,7.9,9.9,2.7,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340991,F-050,2021,2021-10-19,7.9,9,2.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340991,F-050,2024,2024-10-16,7.6,7.8,2.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.3↔2.3, Δ=0.00)"
Y199340992,F-052,2018,2018-10-15,7.1,38.3,26.7,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340992,F-052,2021,2021-10-27,7,29.6,26.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199340992,F-052,2024,2024-05-17,7.0,31.4,31.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=31.7↔28.4, Δ=3.30)"
Y199340993,D-017,2018,2018-10-15,7.1,43.1,52.7,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340993,D-017,2021,2021-10-27,8.2,16,3.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340993,D-017,2024,2024-11-22,6.6,45.4,78.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=78.9↔85.1, Δ=6.20)"
Y199340994,D-040,2018,2018-10-15,8.2,9.7,2.6,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340994,D-040,2021,2021-10-19,8,8.7,2.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340994,D-040,2024,1902-10-12,7.7,7.7,2.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.2↔2.2, Δ=0.00)"
Y199340995,D-048,2018,2018-10-15,8.1,9,0.4,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340995,D-048,2021,2021-10-12,8.8,8.9,0.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340995,D-048,2024,2024-06-03,8.9,8.2,0.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(수소이온농도),,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=0.4↔0.5, Δ=0.10)"
Y199340996,D-083,2018,2018-10-15,7,53.1,46.8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340996,D-083,2021,2021-10-27,7,20,10.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340996,D-083,2024,2024-10-23,7.2,22.1,21.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=21.8↔23.5, Δ=1.70)"
Y199340997,D-089,2018,2018-10-15,7.7,15.6,6,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340997,D-089,2021,2021-10-19,7.7,12.2,3.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340997,D-089,2024,2024-10-16,7.5,9.9,2.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.6↔2.7, Δ=0.10)"
Y199340998,D-090,2018,2018-10-15,7.2,29.9,22.6,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340998,D-090,2021,2021-10-26,6.8,32.5,29.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199340998,D-090,2024,2024-04-22,7.0,28.8,26.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=26.6↔26.8, Δ=0.20)"
Y199340999,D-095,2018,2018-10-15,7.6,13,4.4,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199340999,D-095,2021,2021-11-12,7.7,9.4,3.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199340999,D-095,2024,2024-11-04,7.7,7.9,3.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=3.2↔3.3, Δ=0.10)"
Y199341000,D-099,2018,2018-10-15,7.6,25.9,24,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341000,D-099,2021,2021-10-26,7.7,16.2,7.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341000,D-099,2024,2024-10-23,7.6,20.4,13.0,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=13.0↔13.0, Δ=0.00)"
Y199341001,D-184,2018,2018-10-15,8,10.4,2.5,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341001,D-184,2019,2019-10-15,8,10.9,2.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341001,D-184,2021,2021-11-19,7.7,12.3,5.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341001,D-184,2024,2024-05-22,8.4,8.8,2.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=2.9↔2.5, Δ=0.40)"
Y199341002,D-103,2018,2018-10-15,7,40.2,33.8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341002,D-103,2021,2021-10-26,6.9,42.4,40,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199341002,D-103,2024,2024-10-23,7.0,36.4,35.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=35.8↔35.2, Δ=0.60)"
Y199341003,D-107,2018,2018-10-15,7.4,11.4,3.5,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341003,D-107,2021,2021-11-08,7.2,11,4.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341003,D-107,2024,2024-11-07,7.2,23.1,24.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=24.5↔25.4, Δ=0.90)"
Y199341004,D-121,2018,2018-10-15,6.8,1006.8,24.8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,"염소이온, 질산성질소",사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341004,D-121,2021,2021-10-27,8.4,85.9,28,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199341004,D-121,2024,2024-11-04,7.1,"2,178.9",51.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,0.014,불검출,불검출,불검출,"부적합(염소이온,질산성질소)",,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=51.2↔39.6, Δ=11.60)"
Y199341005,D-122,2018,2018-10-15,7.5,29.3,12.5,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341005,D-122,2021,2021-10-26,8.4,13.6,0.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341005,D-122,2024,2024-10-23,8.3,12.0,1.0,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.0↔1.0, Δ=0.00)"
Y199341006,D-129,2018,2018-10-15,7.7,6.3,0.6,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341006,D-129,2021,2021-11-25,7.8,5.7,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341006,D-129,2024,2024-10-29,7.6,4.4,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=0.3↔0.2, Δ=0.10)"
Y199341007,D-130,2018,2018-10-15,6.9,18.4,8.6,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341007,D-130,2021,2021-11-12,8.2,13.5,2.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341007,D-130,2024,2024-05-22,8.1,8.9,1.0,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=1.0↔0.7, Δ=0.30)"
Y199341008,D-131,2018,2018-10-15,7.4,16.1,7.8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341008,D-131,2021,2021-11-08,7.3,9.3,3.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341008,D-131,2024,2024-11-07,7.4,8.8,4.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=4.5↔4.6, Δ=0.10)"
Y199341009,D-139,2018,2018-10-15,7.4,17.2,7.5,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341009,D-139,2021,2021-10-19,7.8,9,2.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341009,D-139,2024,2024-10-16,7.5,7.7,2.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.3↔2.4, Δ=0.10)"
Y199341010,D-142,2018,2018-10-15,7.7,10.4,0.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341010,D-142,2021,2021-10-27,8.4,10.3,0.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341010,D-142,2024,2024-10-23,8.0,17.0,3.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=3.8↔3.8, Δ=0.00)"
Y199341011,D-144,2018,2018-10-15,7.2,29.8,22.8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341011,D-144,2021,2021-10-26,6.8,28.5,28.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199341011,D-144,2024,2024-04-22,7.1,25.0,22.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=22.5↔21.5, Δ=1.00)"
Y199341012,D-147,2018,2018-10-15,7.4,30.6,25.1,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341012,D-147,2021,2021-10-26,7,26.7,26.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199341012,D-147,2024,2024-10-23,7.3,19.9,16.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=16.9↔17.3, Δ=0.40)"
Y199341013,D-146,2018,2018-10-15,7.6,17.9,10.2,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341013,D-146,2021,2021-10-25,7.4,20.5,16,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341013,D-146,2024,2024-10-22,7.3,18.9,12.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=12.9↔12.7, Δ=0.20)"
Y199341014,D-145,2018,2018-10-15,7.4,27.6,21.5,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341014,D-145,2021,2021-10-26,7.3,19.1,14.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341014,D-145,2024,2024-11-22,7.8,15.7,10.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=10.6↔10.7, Δ=0.10)"
